date,global
00/00/0000 00:00:00,0.217333
00/00/0000 00:05:00,0.21772600000000003
00/00/0000 00:10:00,0.218119
00/00/0000 00:15:00,0.218511
00/00/0000 00:20:00,0.218904
00/00/0000 00:25:00,0.219297
00/00/0000 00:30:00,0.21969
00/00/0000 00:35:00,0.220083
00/00/0000 00:40:00,0.22047600000000003
00/00/0000 00:45:00,0.22086799999999998
00/00/0000 00:50:00,0.221261
00/00/0000 00:55:00,0.221654
00/00/0000 01:00:00,0.22204699999999997
00/00/0000 01:05:00,0.22244
00/00/0000 01:10:00,0.22283200000000003
00/00/0000 01:15:00,0.223225
00/00/0000 01:20:00,0.22361799999999998
00/00/0000 01:25:00,0.22401100000000002
00/00/0000 01:30:00,0.22443200000000002
00/00/0000 01:35:00,0.224881
00/00/0000 01:40:00,0.22533000000000003
00/00/0000 01:45:00,0.225779
00/00/0000 01:50:00,0.226228
00/00/0000 01:55:00,0.226677
00/00/0000 02:00:00,0.227127
00/00/0000 02:05:00,0.22757600000000003
00/00/0000 02:10:00,0.228025
00/00/0000 02:15:00,0.22847399999999998
00/00/0000 02:20:00,0.22892300000000002
00/00/0000 02:25:00,0.229372
00/00/0000 02:30:00,0.229821
00/00/0000 02:35:00,0.23026999999999997
00/00/0000 02:40:00,0.23071999999999998
00/00/0000 02:45:00,0.231169
00/00/0000 02:50:00,0.231618
00/00/0000 02:55:00,0.232067
00/00/0000 03:00:00,0.23251599999999997
00/00/0000 03:05:00,0.232965
00/00/0000 03:10:00,0.23341399999999998
00/00/0000 03:15:00,0.23386300000000002
00/00/0000 03:20:00,0.23431300000000002
00/00/0000 03:25:00,0.234762
00/00/0000 03:30:00,0.235211
00/00/0000 03:35:00,0.23565999999999998
00/00/0000 03:40:00,0.236109
00/00/0000 03:45:00,0.236558
00/00/0000 03:50:00,0.23700700000000002
00/00/0000 03:55:00,0.237456
00/00/0000 04:00:00,0.237905
00/00/0000 04:05:00,0.238355
00/00/0000 04:10:00,0.238804
00/00/0000 04:15:00,0.23925300000000002
00/00/0000 04:20:00,0.239702
00/00/0000 04:25:00,0.24015100000000003
00/00/0000 04:30:00,0.24063800000000002
00/00/0000 04:35:00,0.241162
00/00/0000 04:40:00,0.241686
00/00/0000 04:45:00,0.242211
00/00/0000 04:50:00,0.24273499999999998
00/00/0000 04:55:00,0.243259
00/00/0000 05:00:00,0.243784
00/00/0000 05:05:00,0.244308
00/00/0000 05:10:00,0.24483200000000002
00/00/0000 05:15:00,0.245356
00/00/0000 05:20:00,0.245881
00/00/0000 05:25:00,0.246405
00/00/0000 05:30:00,0.246929
00/00/0000 05:35:00,0.247454
00/00/0000 05:40:00,0.24797800000000003
00/00/0000 05:45:00,0.248502
00/00/0000 05:50:00,0.249027
00/00/0000 05:55:00,0.24955100000000002
00/00/0000 06:00:00,0.250075
00/00/0000 06:05:00,0.25059899999999996
00/00/0000 06:10:00,0.25112399999999996
00/00/0000 06:15:00,0.251648
00/00/0000 06:20:00,0.252172
00/00/0000 06:25:00,0.252697
00/00/0000 06:30:00,0.25322100000000003
00/00/0000 06:35:00,0.253745
00/00/0000 06:40:00,0.25427
00/00/0000 06:45:00,0.254794
00/00/0000 06:50:00,0.255318
00/00/0000 06:55:00,0.255842
00/00/0000 07:00:00,0.256367
00/00/0000 07:05:00,0.256891
00/00/0000 07:10:00,0.257415
00/00/0000 07:15:00,0.25794
00/00/0000 07:20:00,0.25846399999999997
00/00/0000 07:25:00,0.258988
00/00/0000 07:30:00,0.259565
00/00/0000 07:35:00,0.26019499999999995
00/00/0000 07:40:00,0.260825
00/00/0000 07:45:00,0.261455
00/00/0000 07:50:00,0.26208400000000004
00/00/0000 07:55:00,0.262714
00/00/0000 08:00:00,0.263344
00/00/0000 08:05:00,0.263974
00/00/0000 08:10:00,0.264604
00/00/0000 08:15:00,0.265233
00/00/0000 08:20:00,0.265863
00/00/0000 08:25:00,0.266493
00/00/0000 08:30:00,0.267123
00/00/0000 08:35:00,0.267753
00/00/0000 08:40:00,0.268382
00/00/0000 08:45:00,0.269012
00/00/0000 08:50:00,0.269642
00/00/0000 08:55:00,0.27027199999999996
00/00/0000 09:00:00,0.270902
00/00/0000 09:05:00,0.27153099999999997
00/00/0000 09:10:00,0.272161
00/00/0000 09:15:00,0.272791
00/00/0000 09:20:00,0.273421
00/00/0000 09:25:00,0.27405100000000004
00/00/0000 09:30:00,0.27468000000000004
00/00/0000 09:35:00,0.27531
00/00/0000 09:40:00,0.27594
00/00/0000 09:45:00,0.27657
00/00/0000 09:50:00,0.2772
00/00/0000 09:55:00,0.277829
00/00/0000 10:00:00,0.278459
00/00/0000 10:05:00,0.279089
00/00/0000 10:10:00,0.279719
00/00/0000 10:15:00,0.28034899999999996
00/00/0000 10:20:00,0.280979
00/00/0000 10:25:00,0.28160799999999997
00/00/0000 10:30:00,0.28229699999999996
00/00/0000 10:35:00,0.283044
00/00/0000 10:40:00,0.28379099999999996
00/00/0000 10:45:00,0.284538
00/00/0000 10:50:00,0.285285
00/00/0000 10:55:00,0.286032
00/00/0000 11:00:00,0.286779
00/00/0000 11:05:00,0.287526
00/00/0000 11:10:00,0.288273
00/00/0000 11:15:00,0.289019
00/00/0000 11:20:00,0.28976599999999997
00/00/0000 11:25:00,0.290513
00/00/0000 11:30:00,0.29125999999999996
00/00/0000 11:35:00,0.292007
00/00/0000 11:40:00,0.292754
00/00/0000 11:45:00,0.293501
00/00/0000 11:50:00,0.294248
00/00/0000 11:55:00,0.294995
00/00/0000 12:00:00,0.295742
