node_id,rg_id
Brouwersvliet OV2,281
6137,281
42251,281
42871,281
42255,281
43529,281
43530,281
43531d1,281
42275,281
43531d2,281
42276,281
43532d1,281
42277,281
43532d2,281
42278,281
43533,281
42279,281
43534,281
42280,281
42281,281
44606,281
43537,281
M_0170,281
43537d1,281
44506,281
43540d2,281
42299,281
44628,281
M_0187,281
44629,281
42300,281
44630,281
44523,281
44631,281
42301,281
44632,281
M_0190,281
44633,281
42302,281
43564,281
44634,281
43565,281
M_0190,281
44635,281
41137,281
43566,281
42303,281
41138,281
42304,281
40754dd2,281
43571,281
44638,281
43572,281
44639,281
43572d2,281
42307d1,281
43574,281
42307d2,281
43575,281
42308,281
40754dd3,281
43577,281
3583,281
42312,281
43579,281
Brouwersvliet OV3,281
43581,281
6144,281
42313,281
42314,281
42315,281
43584,281
42316,281
42322,281
43587,281
42323,281
42324,281
42325,281
42326,281
42327,281
42328,281
42329,281
42330,281
41169,281
42331,281
42332,281
42333,281
43596,281
41174,281
3641,281
42334,281
42337,281
42339,281
43600,281
42340,281
42341,281
42342,281
42343,281
41185,281
42344,281
40540,281
42345,281
41186,281
42346,281
44458,281
40039,281
42348,281
40040,281
41187,281
42349,281
42350,281
40041,281
M_0053,281
42351,281
40042,281
M_0054,281
40043,281
42352,281
M_0055,281
40044,281
42353,281
M_0056,281
40045,281
42354,281
M_0057,281
40046,281
M_0059,281
RI3A141_DK3,281
M_0061,281
M_0064,281
41195,281
M_0066,281
41197d1,281
41198,281
41199,281
41200,281
41201,281
41202,281
M_0167,281
41203,281
41203d2,281
41204,281
41205d1,281
40074,281
41205d2,281
41206,281
6133,281
6137,281
41207d1,281
41207d2,281
M_0090,281
43625,281
41208,281
42406,281
41224,281
41224,281
43639,281
41225,281
41226,281
41227,281
41228,281
41229,281
41230,281
41231,281
41232,281
42419,281
42420,281
M_0195,281
M_0196,281
M_0197,281
40126,281
40127,281
42447,281
42448,281
42451,281
42451d2,281
RI3A107_IP03,281
RI3A107_IP08,281
42472,281
42474,281
42479,281
44614,281
42848,281
41284,281
44615,281
41285,281
42480,281
41287,281
44621,281
40981,281
40981,281
41288,281
44622,281
M_0186,281
42481,281
44625,281
42482,281
44627,281
42872,281
41289,281
42483,281
41290,281
42486,281
41292d1,281
42487,281
41292d2,281
42489,281
41294d1,281
42490,281
41294d2,281
44487,281
41296,281
41297,281
42491,281
41297d2,281
42492,281
42493,281
42494,281
42495,281
41301,281
42496,281
42497,281
42498,281
42499,281
42500,281
42501,281
42502,281
42504,281
42505,281
42507,281
42508,281
42509,281
42510,281
RI3A136_D06d1,281
RI3A136_D07,281
42513,281
RI3A136_D09,281
42514,281
42515,281
42516,281
42517,281
RI3A136_R01,281
RI3A136_R02,281
RI3A141_DK1,281
RI3A141_DM1,281
RI3A141_DM1,281
RI3A141_DM2,281
RI3A141_DV2,281
RI3A141_RK1,281
RI3A141_RK2,281
RI3A141_RM1,281
RI3A141_RM2,281
RI3A141_RV2,281
40238,281
40239,281
40240,281
40241,281
42567,281
41360,281
41361,281
RI3A146_IP01,281
RI3A146_IP02,281
RI3A146_IP03,281
RI3A146_IP04,281
RI3A146_IP05,281
RI3A146_IP06,281
RI3A146_IP07,281
42608,281
RI3A146_IP08,281
RI3A146_IP09,281
RI3A146_IP10,281
42614,281
40294d1,281
40294d2,281
42629,281
42630,281
42631,281
42636,281
42651,281
42652,281
42653,281
42684d1,281
42684d2,281
40348,281
40349,281
42708,281
42711,281
42713,281
42714,281
42715,281
42717,281
42718,281
RI3BA007_DWA4,281
42719,281
40371,281
41469,281
42720,281
41470,281
42722d1,281
41471,281
42724,281
RI3BA007_RWA5,281
42762,281
42763,281
40427,281
Brouwersvliet OV12a,281
40428,281
40429,281
40431,281
40432,281
40439,281
40440,281
40441,281
40442,281
42847,281
42850d1,281
42850d2,281
42851,281
42854,281
44531,281
42873,281
40453,281
Brouwersvliet OV3,281
40454,281
6151,281
40455,281
42873,281
6152,281
Brouwersvliet OV11,281
40458,281
42873,281
40459d1,281
6154,281
Brouwersvliet OV11,281
42858,281
42873,281
40463,281
Brouwersvliet OV3,281
40464,281
6148,281
40465,281
42860,281
40466,281
42860,281
40467,281
40468,281
40469,281
40470,281
40754dd3,281
3641,281
40754dd3,281
40754dd3,281
42868,281
40473,281
6133,281
6137,281
Brouwersvliet OV6a,281
6139,281
Brouwersvliet OV6,281
42870,281
6136,281
6137,281
42871,281
6139,281
6137,281
42872,281
40489,281
Brouwersvliet OV3,281
44487,281
6140,281
40489d1,281
42873,281
40489d2,281
Brouwersvliet OV3,281
40490d1,281
6146,281
40490d2,281
42874,281
40491,281
Brouwersvliet OV3,281
40492,281
6144,281
40493,281
40494,281
40495,281
40499,281
40500,281
40501,281
40501,281
40502,281
40503,281
42900,281
40504,281
40505,281
42902,281
40508,281
40509,281
40510,281
40511,281
40512,281
44549,281
RI3A141_DK4,281
M_0174,281
44607,281
44550,281
44377,281
40513d2,281
44378,281
44608,281
44529,281
44609,281
40516,281
44379,281
40518,281
44610,281
40520,281
44529,281
40521,281
44611,281
44380,281
44381,281
M_0179,281
44612,281
40529,281
44613,281
40530,281
44384,281
40531,281
44385,281
40532,281
44386,281
40533,281
44387,281
40534,281
44388,281
Ruien fase 5 OV10,281
44390,281
M_0196,281
44391,281
40754dd3,281
44392,281
44600,281
44395,281
3641,281
44396,281
44600,281
42980,281
40537,281
3702,281
40538,281
Brouwersvliet OV12a,281
42984,281
40539,281
44510,281
42985,281
40540,281
42986,281
40541,281
42987,281
40540,281
40542,281
Brouwersvliet OV4a,281
42990,281
40543,281
42991d1,281
40544,281
42991d2,281
41662d1,281
42995,281
42871,281
42996,281
41662d2,281
42998,281
42871,281
42999d1,281
41664,281
42999d2,281
43000,281
43002,281
43003d1,281
43003d2,281
43004,281
43005d1,281
43005d2,281
43006,281
43007,281
43008,281
43009,281
43011,281
44455,281
44457,281
Ruien fase 5 OV15,281
44458,281
41680,281
40569,281
44460,281
41683,281
44476,281
Ruien fase 5 OV14,281
44478,281
44479,281
43023,281
44513,281
44480,281
44478,281
Ruien fase 5 OV14,281
44481,281
44482d2,281
43031,281
44478,281
43032,281
44483,281
43033,281
41700,281
44481,281
43035,281
41701d1,281
44484,281
43036,281
41701d2,281
44500,281
43037,281
44487,281
43038,281
Ruien fase 5 OV12,281
43039,281
Ruien fase 5 OV12,281
43040,281
44509,281
43041,281
44488,281
43042,281
43044,281
43045,281
43046,281
40595d2,281
40601,281
40602,281
44516,281
43054,281
43055,281
44516,281
43065,281
44500a,281
44500,281
44525,281
44526,281
43076d1,281
43076d2,281
43077,281
43078,281
43079,281
40631,281
43080,281
40632,281
43081,281
5917,281
40634,281
40635,281
40636,281
5924,281
40637,281
5925,281
40638,281
5956,281
43087,281
40639,281
5958,281
43088,281
40640,281
Brouwersvliet OV12a,281
40641,281
5960,281
40642,281
5963,281
40643,281
5975,281
5977,281
5979,281
5986,281
5987,281
5989,281
5993,281
6080,281
43103d1,281
6147,281
6150,281
43106,281
40672,281
43107,281
40673,281
40674,281
43109,281
40675,281
40676,281
Ruien fase 5 OV17,281
40677,281
44516,281
40678,281
40680,281
40681,281
43116,281
40682,281
43117,281
40684,281
43118,281
40685,281
40686,281
40687,281
43122,281
40688,281
43124d1,281
40689,281
6154dd,281
41809,281
42873,281
40692,281
44487,281
40693,281
40694,281
40696,281
40697,281
40698,281
40699,281
40700d1,281
43137,281
40700d2,281
40701,281
41822,281
40702d1,281
6484,281
41823,281
40702d2,281
44516,281
40705,281
6563,281
41825,281
40706,281
6578,281
41826,281
6588,281
40707,281
41827,281
40708,281
6589,281
40709,281
6644,281
40710,281
40711,281
40712,281
40713,281
40714,281
40715,281
40716,281
40717,281
40718,281
40719,281
40720,281
40721,281
40722,281
40723d1,281
40723d2,281
40724,281
40725,281
41851,281
41857,281
41862,281
41864,281
41865,281
40738d1,281
41866,281
40738d2,281
41874,281
40745,281
40749,281
3740,281
40895,281
3573,281
40754dd1,281
3478,281
72722d2,281
40754dd1,281
3478,281
40755,281
41892d2,281
40756,281
41893,281
41896,281
40761,281
40762,281
40764,281
40765,281
40766,281
40767,281
M_0167,281
41913,281
42848a,281
M_0183,281
44616,281
41914d1,281
Brouwersvliet OV12,281
44617,281
Brouwersvliet OV12a,281
M_0184,281
44618,281
41914d2,281
44619,281
M_0185,281
44620,281
41915d1,281
41915d2,281
40788,281
44623,281
40789,281
44522,281
40790,281
44624,281
41916d1,281
41916d2,281
41917,281
44637,281
43238,281
41032,281
44636,281
41918,281
41919,281
40754dd2,281
3614,281
44642,281
44643,281
40754dd2,281
3614,281
44640,281
40971,281
44641,281
41921,281
41922,281
41923,281
41924,281
41930,281
41931,281
42873,281
Brouwersvliet OV3,281
Brouwersvliet OV9,281
41933,281
3740,281
40835,281
44510,281
40836,281
40840,281
43292,281
40855,281
40858,281
Brouwersvliet OV3,281
Brouwersvliet OV7,281
41992,281
41993,281
40891,281
42873,281
40892d1,281
40892d2,281
40893,281
42003,281
43328,281
42873,281
43329,281
40894d1,281
42312,281
43331,281
40894d2,281
43332,281
42873,281
43333,281
40895,281
3573,281
40897,281
42855,281
40898,281
43339,281
43340,281
43341,281
43342,281
43343,281
43344,281
43345,281
43348,281
40912,281
43349,281
40913,281
43350,281
40914,281
43351,281
40915,281
43352,281
40916,281
43353,281
42032,281
40917,281
43354,281
42033,281
40919,281
43355,281
42034,281
40920,281
43356,281
40921,281
43357,281
40922,281
43358,281
40924,281
43359,281
40926,281
10610,282
43379,282
43380,282
43381,282
43382,282
43383,282
43384,282
43385,282
43386,282
43390,282
43391,282
43392,282
43393,282
43394,282
43395,282
43396,282
43397,282
43398,282
43399,282
43400,282
43401,282
43402,282
43403,282
43404,282
43406,282
43407,282
43408,282
43409,282
43410,282
43411,282
43412,282
43413,282
43414,282
43415,282
43416,282
43417,282
43419,282
43420,282
43421,282
43422,282
43423,282
43424,282
43425,282
43426,282
43430,282
43459,282
43472,282
43473,282
43474,282
43475,282
43476,282
43477,282
43478d2,282
43479,282
43480,282
43482,282
43483,282
43484,282
43486,282
43488,282
43489,282
43490,282
43491,282
43493,282
43494,282
43495,282
43497,282
43498,282
43499,282
43500,282
43501,282
43502,282
43504,282
43505,282
43506,282
43507,282
43508,282
43509,282
43510,282
43511,282
43512,282
43513,282
43514,282
43515,282
43516,282
43517,282
43518,282
43519,282
43520,282
43521,282
43522,282
43523,282
43524,282
43526,282
43527,282
43528,282
43545,282
43546d1,282
43560,282
43566,282
43571,282
31768,282
31769,282
43574,282
31770,282
43575,282
31773d1,282
43576,282
31773d2,282
31792,282
43578,282
31793,282
31794,282
31809,282
43582,282
31811,282
43583d1,282
31955,282
43583d2,282
31956,282
31957,282
43585,282
31958,282
43586d1,282
31972d1,282
43586d2,282
31972d2,282
43587,282
31973d1,282
43588,282
31973d2,282
43589,282
31976,282
43590,282
32000,282
43591d1,282
32108,282
43591d2,282
32136,282
43592,282
32264,282
43593,282
32265,282
43594d1,282
32284,282
32285,282
43595,282
43598,282
43599,282
43601,282
43602,282
43603,282
43604d1,282
43605d1,282
43605d2,282
43606,282
43613d1,282
43614d1,282
43614d2,282
43615d1,282
43615d2,282
43616,282
43617d1,282
43617d2,282
43618,282
43619d1,282
43619d2,282
43620,282
43621,282
43621d2,282
43622,282
43623d1,282
43624,282
43625d1,282
43625d2,282
43626,282
43627,282
43628,282
43629d1,282
43629d2,282
43630d1,282
43630d2,282
43631,282
43632,282
43633,282
43634,282
43635,282
43636,282
43637,282
43638,282
43640,282
43641,282
43642,282
43643,282
43644,282
43645,282
43646,282
43647,282
43648,282
43649,282
43650,282
43651,282
43653,282
43654,282
43655,282
43656,282
43657,282
43658,282
43659,282
43662,282
43663,282
43664,282
43666,282
43667,282
43668,282
43669,282
43670,282
43671,282
43672,282
43673,282
43674,282
43675d1,282
43675d2,282
43676,282
43677,282
43678,282
43679,282
43680,282
43681,282
43682,282
43683,282
43684,282
43685,282
43685d2,282
43686,282
43687,282
43690,282
43691,282
43692,282
43693,282
43694,282
43695,282
43696,282
43697,282
43698,282
43699d1,282
43699d2,282
43700,282
43702,282
43704,282
43704d2,282
43705,282
43706,282
43707,282
43708d1,282
43708d2,282
43709,282
43710,282
43711,282
43712,282
43713,282
43714,282
43715,282
43716d1,282
43716d2,282
43717,282
43718,282
43719,282
43720d1,282
43721,282
43722,282
43723,282
43724,282
43725,282
43726d1,282
43726d2,282
43727,282
43728,282
43729,282
43730,282
43731,282
43732,282
43733,282
43734,282
43735,282
43736,282
43737,282
43738,282
43739d1,282
43740d1,282
43741,282
43742,282
43743,282
43744,282
43745,282
43746,282
43747,282
43748d1,282
43749,282
43750,282
43751,282
43954d2,282
42623d2,282
42955d1,282
42955d2,282
42959,282
42960,282
42961,282
42962,282
42963,282
42964,282
42965,282
42966d1,282
42966d2,282
42967d1,282
42967d2,282
42968,282
42969,282
42970,282
42971,282
42973,282
42974,282
42976,282
42977d1,282
42977d2,282
42978,282
42979,282
42981,282
42982d1,282
42983,282
42984,282
42985,282
42986,282
42987,282
42989,282
42992,282
42993,282
42994,282
42996,282
43000,282
43005d2,282
43008,282
43011,282
43012,282
43013,282
43014,282
43017,282
43018,282
43019,282
43020,282
43021,282
43022,282
43023,282
43024,282
43027,282
43028,282
43030,282
43042,282
43044,282
43045,282
43046,282
43047d1,282
43048,282
43050,282
43051,282
43052,282
43056,282
43064,282
43066,282
43067d1,282
43068,282
43069,282
43070,282
43071,282
43072,282
43073,282
43074,282
43075,282
43078,282
43079,282
43082,282
43083,282
43084,282
43085,282
43086,282
43087,282
43089,282
43090,282
43091,282
43092,282
43093,282
43094d1,282
43094d2,282
43095,282
43096d1,282
43096d2,282
43097,282
43098,282
43099,282
43100,282
43101d1,282
43101d2,282
43102,282
43104,282
43105,282
43109,282
43110,282
43111,282
43112,282
43113,282
43114,282
43116,282
43119,282
43120,282
43126,282
43128,282
43129,282
43130,282
43131,282
43132,282
43133,282
43134,282
43135,282
43136,282
43138,282
43139,282
43140,282
43141,282
43142,282
43143,282
43144,282
43145,282
43146,282
43147,282
43148,282
43149,282
43150,282
43151,282
43152,282
43153,282
43154,282
43156,282
43157,282
43159,282
43160,282
43161,282
43162,282
43163,282
43164,282
43165,282
43166,282
43167,282
43168,282
43169,282
43170,282
43171,282
43172,282
43173,282
43174,282
43176,282
43185,282
43186,282
43187,282
43188,282
43189,282
43190,282
43191,282
43192,282
43193,282
43194,282
43195,282
43196,282
43197,282
43198,282
43199,282
43200,282
43201,282
43202,282
43203,282
43204,282
43205,282
43206,282
43207,282
43208,282
43209,282
43210,282
43211,282
43212,282
43213,282
43215,282
43216,282
43217,282
43218,282
43219,282
43220,282
43221,282
43222,282
43223,282
43224,282
43225,282
43226,282
43227,282
43228,282
43229,282
43230,282
43231,282
43232,282
43234,282
43235,282
43236,282
43237,282
43239,282
43240,282
43241,282
43242,282
43243,282
43244,282
43245,282
43246,282
43247,282
43248,282
43249,282
43250,282
43251,282
43252,282
43253,282
43254,282
43255,282
43256,282
43257,282
43258,282
43259,282
43260,282
43261,282
43262,282
43263,282
43264,282
43265,282
43266,282
43267,282
43268,282
43270,282
43271,282
43272,282
43273,282
43274,282
43275,282
43276,282
43277,282
43278,282
43279,282
43280,282
43281,282
43282,282
43283,282
43284,282
43285,282
43286,282
43287,282
43288,282
43289,282
43290,282
43291,282
43293,282
43294,282
43295,282
43296,282
43297,282
43300,282
43301,282
43302,282
43303,282
43304,282
43306,282
43307,282
43339,282
43350,282
10610,283
10611,283
6956,295
6958,295
6960,295
41758,295
40798,295
40799,295
41546,295
44097,295
42073,295
42074,295
41371,295
41372,295
41630,295
40804,295
41395,295
41631,295
42041,296
42046,296
42059,296
42060,296
42061,296
42062,296
42064,296
42065d1,296
42065d2,296
42066d1,296
42066d2,296
42067,296
42068,296
42069,296
42070,296
42071d1,296
42071d2,296
42072,296
42075,296
42076,296
42088,296
42089,296
42104,296
42105,296
42106,296
42107,296
42108,296
42109d1,296
42109d2,296
42110d1,296
42110d2,296
42111,296
42116,296
42119,296
42120,296
42122,296
42153,296
42154,296
42155,296
42157,296
42158,296
41037,296
42172,296
41038,296
42173,296
41039,296
42174,296
42176,296
41042,296
42182,296
42183,296
41062,296
41063,296
41065,296
42224,296
42227,296
42228,296
42229,296
41078,296
42247,296
41079,296
41080,296
42248,296
41081,296
41082,296
41084,296
41085,296
41087,296
41088,296
41089,296
41101,296
41102,296
41104,296
41105,296
41107,296
41108,296
41109,296
41110,296
41111,296
41113,296
41117d1,296
41117d2,296
41118,296
41119,296
41120,296
41121,296
41122,296
41123,296
41124,296
41126,296
41127,296
41128,296
41129,296
41130,296
41131,296
41132,296
41133,296
41134,296
41149,296
41150,296
41151,296
41152,296
41153,296
41154,296
41155,296
41156d1,296
41156d2,296
41157,296
41158,296
41159,296
41161,296
41162,296
41162d2,296
41164,296
41165,296
41166,296
41168,296
M_0028,296
M_0031,296
M_0032,296
M_0033,296
M_0034,296
M_0035,296
M_0039,296
M_0041,296
M_0042,296
M_0043,296
M_0044,296
42368,296
42369,296
41209,296
41210,296
41211,296
41212,296
41213,296
41214,296
41215,296
41216,296
41217,296
40088,296
40089,296
41218,296
40090,296
41219,296
41220,296
40091,296
40094,296
40095,296
40096,296
40097,296
40098,296
40099,296
42411,296
40100,296
42412,296
40101,296
40104,296
40106,296
40107,296
40108,296
42417,296
40109,296
40110,296
40111,296
42422,296
42424,296
42425,296
42426,296
40116,296
42427,296
40117,296
40118,296
42428,296
40119,296
42429,296
41242,296
40120,296
41243,296
40121,296
41244,296
RI3A106_R1,296
RI3A106_R10,296
RI3A106_R12,296
RI3A106_R13,296
RI3A106_R14,296
42442,296
RI3A106_R15,296
42444,296
RI3A106_R16,296
RI3A106_R2,296
RI3A106_R5,296
RI3A106_R5B,296
RI3A106_R9,296
41258,296
40149,296
41258d1,296
40150,296
41260,296
40151,296
42454,296
41261,296
40152,296
41269,296
40153,296
41270,296
41271d1,296
40155,296
41271d2,296
40156,296
41271d3,296
40159,296
41272,296
40160,296
41273,296
41274,296
41275,296
41276d1,296
41276d2,296
41277,296
41278,296
41315,296
41316,296
41317,296
41318,296
41319,296
41325,296
40244,296
40260,296
40262,296
40263,296
40264,296
41357d1,296
40265,296
41357d2,296
40266,296
40269,296
40270,296
40271,296
41362,296
42574,296
41363,296
42575,296
41364,296
41365,296
41366,296
42584d1,296
41367,296
42584d2,296
41368,296
41369,296
