node_id,flood_bool
DE_100,0.0
DE_101,0.0
DE_102,0.0
DE_103,0.0
DE_104,0.0
DE_105,0.0
DE_106,0.0
DE_107,0.0
DE_108,0.0
DE_109,0.0
DE_11,0.0
DE_110,0.0
DE_111,0.0
DE_112,0.0
DE_113,0.0
DE_114,0.0
DE_115,0.0
DE_116,0.0
DE_117,0.0
DE_118,0.0
DE_119,0.0
DE_12,0.0
DE_120,0.0
DE_121,0.0
DE_122,0.0
DE_123,0.0
DE_124,0.0
DE_125,0.0
DE_126,0.0
DE_127,0.0
DE_128,0.0
DE_129,0.0
DE_13,0.0
DE_130,0.0
DE_131,0.0
DE_132,0.0
DE_133,0.0
DE_134,0.0
DE_135,0.0
DE_136,0.0
DE_137,0.0
DE_138,0.0
DE_139,0.0
DE_14,0.0
DE_140,0.0
DE_141,0.0
DE_142,0.0
DE_143,0.0
DE_144,0.0
DE_145,0.0
DE_146,0.0
DE_147,0.0
DE_148,0.0
DE_149,0.0
DE_15,0.0
DE_150,0.0
DE_151,0.0
DE_152,0.0
DE_153,0.0
DE_154,0.0
DE_155,0.0
DE_156,0.0
DE_157,0.0
DE_158,0.0
DE_159,0.0
DE_16,0.0
DE_160,0.0
DE_161,0.0
DE_162,0.0
DE_163,0.0
DE_164,0.0
DE_165,0.0
DE_166,0.0
DE_167,0.0
DE_168,0.0
DE_169,0.0
DE_17,0.0
DE_170,0.0
DE_171,0.0
DE_172,0.0
DE_173,0.0
DE_174,0.0
DE_175,0.0
DE_176,0.0
DE_177,0.0
DE_178,0.0
DE_179,0.0
DE_18,0.0
DE_180,0.0
DE_181,0.0
DE_182,0.0
DE_183,0.0
DE_184,0.0
DE_185,0.0
DE_186,0.0
DE_187,0.0
DE_188,0.0
DE_189,0.0
DE_19,0.0
DE_190,0.0
DE_191,0.0
DE_192,0.0
DE_193,0.0
DE_194,0.0
DE_196,0.0
DE_197,0.0
DE_198,0.0
DE_199,0.0
DE_20,0.0
DE_200,0.0
DE_201,0.0
DE_202,0.0
DE_203,0.0
DE_204,0.0
DE_205,0.0
DE_206,0.0
DE_207,0.0
DE_208,0.0
DE_209,0.0
DE_21,0.0
DE_210,0.0
DE_211,0.0
DE_212,0.0
DE_213,0.0
DE_214,0.0
DE_215,0.0
DE_216,0.0
DE_217,0.0
DE_218,0.0
DE_219,0.0
DE_22,0.0
DE_220,0.0
DE_221,0.0
DE_222,0.0
DE_223,0.0
DE_224,0.0
DE_225,0.0
DE_226,0.0
DE_227,0.0
DE_228,0.0
DE_229,0.0
DE_23,0.0
DE_230,0.0
DE_231,0.0
DE_232,0.0
DE_233,0.0
DE_234,0.0
DE_235,0.0
DE_236,0.0
DE_237,0.0
DE_238,0.0
DE_239,0.0
DE_24,0.0
DE_240,0.0
DE_241,0.0
DE_242,0.0
DE_243,0.0
DE_244,0.0
DE_245,0.0
DE_246,0.0
DE_247,0.0
DE_248,0.0
DE_249,0.0
DE_25,0.0
DE_250,0.0
DE_251,0.0
DE_252,0.0
DE_253,0.0
DE_254,0.0
DE_255,0.0
DE_257,0.0
DE_258,0.0
DE_259,0.0
DE_26,0.0
DE_260,0.0
DE_261,0.0
DE_262,0.0
DE_263,0.0
DE_264,0.0
DE_265,0.0
DE_266,0.0
DE_267,0.0
DE_268,0.0
DE_269,0.0
DE_27,0.0
DE_270,0.0
DE_271,0.0
DE_272,0.0
DE_273,0.0
DE_274,0.0
DE_275,0.0
DE_276,0.0
DE_277,0.0
DE_278,0.0
DE_279,0.0
DE_28,0.0
DE_280,0.0
DE_281,0.0
DE_282,0.0
DE_283,0.0
DE_284,0.0
DE_285,0.0
DE_286,0.0
DE_287,0.0
DE_288,0.0
DE_289,0.0
DE_29,0.0
DE_290,0.0
DE_291,0.0
DE_292,0.0
DE_293,0.0
DE_294,0.0
DE_295,0.0
DE_296,0.0
DE_297,0.0
DE_298,0.0
DE_299,0.0
DE_30,0.0
DE_300,0.0
DE_301,0.0
DE_302,0.0
DE_303,0.0
DE_304,0.0
DE_305,0.0
DE_306,0.0
DE_307,0.0
DE_308,0.0
DE_309,0.0
DE_31,0.0
DE_310,0.0
DE_311,0.0
DE_312,0.0
DE_313,0.0
DE_314,0.0
DE_315,0.0
DE_316,0.0
DE_317,0.0
DE_318,0.0
DE_319,0.0
DE_32,0.0
DE_320,0.0
DE_321,0.0
DE_322,0.0
DE_323,0.0
DE_324,0.0
DE_325,0.0
DE_326,0.0
DE_327,0.0
DE_328,0.0
DE_329,0.0
DE_33,0.0
DE_330,1.0
DE_331,0.0
DE_332,0.0
DE_333,0.0
DE_334,0.0
DE_335,0.0
DE_336,0.0
DE_337,0.0
DE_338,0.0
DE_339,0.0
DE_34,0.0
DE_340,0.0
DE_341,0.0
DE_342,0.0
DE_343,0.0
DE_344,0.0
DE_345,0.0
DE_346,0.0
DE_347,0.0
DE_348,0.0
DE_349,0.0
DE_35,0.0
DE_350,0.0
DE_351,0.0
DE_352,0.0
DE_353,0.0
DE_354,0.0
DE_355,0.0
DE_356,0.0
DE_357,0.0
DE_358,0.0
DE_359,0.0
DE_36,0.0
DE_360,0.0
DE_361,0.0
DE_362,0.0
DE_363,0.0
DE_364,0.0
DE_365,0.0
DE_366,0.0
DE_367,0.0
DE_368,0.0
DE_369,0.0
DE_37,0.0
DE_370,0.0
DE_371,0.0
DE_372,0.0
DE_373,0.0
DE_374,0.0
DE_375,0.0
DE_376,0.0
DE_377,0.0
DE_378,0.0
DE_379,0.0
DE_38,0.0
DE_380,0.0
DE_381,0.0
DE_382,0.0
DE_383,0.0
DE_384,0.0
DE_385,0.0
DE_386,0.0
DE_387,0.0
DE_388,0.0
DE_389,0.0
DE_39,0.0
DE_390,0.0
DE_391,0.0
DE_392,0.0
DE_393,0.0
DE_394,0.0
DE_395,0.0
DE_396,0.0
DE_397,0.0
DE_398,0.0
DE_399,0.0
DE_4,0.0
DE_40,0.0
DE_400,0.0
DE_401,0.0
DE_402,0.0
DE_403,0.0
DE_404,0.0
DE_405,0.0
DE_406,0.0
DE_407,0.0
DE_408,0.0
DE_409,0.0
DE_41,0.0
DE_410,0.0
DE_411,0.0
DE_412,0.0
DE_413,0.0
DE_414,0.0
DE_415,0.0
DE_416,0.0
DE_417,0.0
DE_418,0.0
DE_419,0.0
DE_42,0.0
DE_420,0.0
DE_421,0.0
DE_422,0.0
DE_423,0.0
DE_424,0.0
DE_425,0.0
DE_426,0.0
DE_427,0.0
DE_428,0.0
DE_429,0.0
DE_43,0.0
DE_430,0.0
DE_431,0.0
DE_432,0.0
DE_433,0.0
DE_434,0.0
DE_435,0.0
DE_436,0.0
DE_437,0.0
DE_438,0.0
DE_439,0.0
DE_44,0.0
DE_440,0.0
DE_441,0.0
DE_442,0.0
DE_443,0.0
DE_444,0.0
DE_445,0.0
DE_446,0.0
DE_447,0.0
DE_448,0.0
DE_449,0.0
DE_45,0.0
DE_450,0.0
DE_451,0.0
DE_452,0.0
DE_453,0.0
DE_454,0.0
DE_455,0.0
DE_456,0.0
DE_457,0.0
DE_458,0.0
DE_459,0.0
DE_46,0.0
DE_460,0.0
DE_461,0.0
DE_462,0.0
DE_464,0.0
DE_465,0.0
DE_466,0.0
DE_467,0.0
DE_468,0.0
DE_469,0.0
DE_47,0.0
DE_470,0.0
DE_471,0.0
DE_472,0.0
DE_473,0.0
DE_474,0.0
DE_475,0.0
DE_476,0.0
DE_477,0.0
DE_478,0.0
DE_479,0.0
DE_48,0.0
DE_480,0.0
DE_481,0.0
DE_482,0.0
DE_483,0.0
DE_484,0.0
DE_485,0.0
DE_486,0.0
DE_487,0.0
DE_488,0.0
DE_489,1.0
DE_49,0.0
DE_490,0.0
DE_491,0.0
DE_492,0.0
DE_493,0.0
DE_494,0.0
DE_495,0.0
DE_496,1.0
DE_497,0.0
DE_498,0.0
DE_5,0.0
DE_50,0.0
DE_500,0.0
DE_501,0.0
DE_502,0.0
DE_503,0.0
DE_504,0.0
DE_505,0.0
DE_506,0.0
DE_507,0.0
DE_508,0.0
DE_509,0.0
DE_51,0.0
DE_510,0.0
DE_511,0.0
DE_512,0.0
DE_513,0.0
DE_514,0.0
DE_515,0.0
DE_516,0.0
DE_517,0.0
DE_518,0.0
DE_519,0.0
DE_52,0.0
DE_520,0.0
DE_521,1.0
DE_522,1.0
DE_523,1.0
DE_524,0.0
DE_525,0.0
DE_526,0.0
DE_527,0.0
DE_528,0.0
DE_529,0.0
DE_53,0.0
DE_530,0.0
DE_531,0.0
DE_532,0.0
DE_534,0.0
DE_535,0.0
DE_536,0.0
DE_537,0.0
DE_538,0.0
DE_539,0.0
DE_54,0.0
DE_540,0.0
DE_541,0.0
DE_542,0.0
DE_543,0.0
DE_544,1.0
DE_545,0.0
DE_546,1.0
DE_547,0.0
DE_548,0.0
DE_55,0.0
DE_550,0.0
DE_553,0.0
DE_554,0.0
DE_555,0.0
DE_556,0.0
DE_557,0.0
DE_558,0.0
DE_559,0.0
DE_56,0.0
DE_560,0.0
DE_561,0.0
DE_562,0.0
DE_563,0.0
DE_564,0.0
DE_565,0.0
DE_566,0.0
DE_567,0.0
DE_568,0.0
DE_569,0.0
DE_57,0.0
DE_570,0.0
DE_571,0.0
DE_572,0.0
DE_573,0.0
DE_575,0.0
DE_576,0.0
DE_577,0.0
DE_578,0.0
DE_579,0.0
DE_58,0.0
DE_580,0.0
DE_581,0.0
DE_582,0.0
DE_586,0.0
DE_587,0.0
DE_588,0.0
DE_589,0.0
DE_59,0.0
DE_590,0.0
DE_591,0.0
DE_592,0.0
DE_594,0.0
DE_595,0.0
DE_6,0.0
DE_60,0.0
DE_61,0.0
DE_62,0.0
DE_63,0.0
DE_64,0.0
DE_65,0.0
DE_66,0.0
DE_67,0.0
DE_68,0.0
DE_69,0.0
DE_7,0.0
DE_70,0.0
DE_71,0.0
DE_72,0.0
DE_73,0.0
DE_74,0.0
DE_75,0.0
DE_76,0.0
DE_77,0.0
DE_78,0.0
DE_79,0.0
DE_8,0.0
DE_80,0.0
DE_81,0.0
DE_82,0.0
DE_83,0.0
DE_84,0.0
DE_85,0.0
DE_86,0.0
DE_87,0.0
DE_88,0.0
DE_89,0.0
DE_9,0.0
DE_90,0.0
DE_900,0.0
DE_909,0.0
DE_91,0.0
DE_910,0.0
DE_912,0.0
DE_913,0.0
DE_92,0.0
DE_925,0.0
DE_93,0.0
DE_94,0.0
DE_95,0.0
DE_96,0.0
DE_97,0.0
DE_98,0.0
DE_99,0.0
DE_DUM1,0.0
DE_DUM2,0.0
DE_GR_289,0.0
DE_GR_292,0.0
DE_N1,0.0
DE_RWZI_b,0.0
DE_RWZI_EFF_a,0.0
DE_RWZI_EFF_b,0.0
DE_RWZI_EFF_c,0.0
DE_RWZI_IN_a,0.0
DE_RWZI_IN_b,0.0
DE_RWZI_LOZ,0.0
DE_RWZI_RBT,0.0
DE_RWZI_RBT_b,0.0
GMS_888,0.0
RG_1,0.0
RG_10,0.0
RG_11,0.0
RG_12,0.0
RG_13,0.0
RG_14,0.0
RG_15,0.0
RG_16,0.0
RG_17,0.0
RG_2,0.0
RG_3,0.0
RG_4,0.0
RG_5,0.0
RG_6,0.0
RG_7,0.0
RG_8,0.0
RG_9,0.0
RG_TSK,0.0
SM07005001,0.0
SM07005002,0.0
SM07006001,0.0
SM07009001,1.0
SM08000104,0.0
SM08000105,0.0
SM08002001,1.0
SM08008001,0.0
SM08008101,1.0
SM09001001,0.0
SM09001101,0.0
SM09001102,0.0
SM09001103,0.0
SM09002203,0.0
SM09004101,0.0
SM09004102,0.0
SM09004103,0.0
SM09004104,0.0
SM09004105,0.0
SM09004106,0.0
SM09005101,0.0
SM09007001,0.0
SM09007002,0.0
SM09007003,0.0
SM09008001,0.0
SM09008002,0.0
SM09008003,0.0
SM09008201,0.0
SM09009001,0.0
SM09009002,0.0
SM09009003,0.0
SM09009004,0.0
SM09009101,0.0
SM10000101,0.0
SM10000102,0.0
SM10000103,0.0
SM10000104,0.0
SM10000201,0.0
SM10001101,0.0
SM10001102,0.0
SM10001103,0.0
SM10001105,0.0
SM10001106,0.0
