node_id,flood_probability_predicted
10005,2.865650733188453e-05
10006,2.865650733188453e-05
10011,2.865650733188453e-05
10015,1.1799098888407535e-06
10019,1.1799098888407535e-06
10020,1.1799098888407535e-06
10021,2.865650733188453e-05
10022,1.1799098888407535e-06
10023,1.1799098888407535e-06
10033,1.1799098888407535e-06
101A,0.00016728026831373647
101B,0.00016728026831373647
10575,0.0011159231258669618
10576,1.3700452536408596e-06
10578,0.0008379152000274767
10579,0.0008379152000274767
10610,0.039291060599780124
10611,0.0001451363179714547
10613,0.0001451363179714547
10634,1.5272973717293859e-06
10635,0.0008379152000274767
10636,0.0011159231258669618
10766,0.000948182569488064
10778,0.0011159231258669618
10797,0.00011658547590825044
10832,2.698207480668217e-07
10833,0.0011159231258669618
10845,0.00024861298958039495
10849,0.00024861298958039495
10853,0.00024861298958039495
10879,1.3700452536408596e-06
10881,9.463269182967409e-05
10883,2.698207480668217e-07
10884,0.00024861298958039495
10890,0.05902510908898617
23001,5.826214560889648e-08
23002,5.826214560889648e-08
23003,5.303346731007229e-07
23004,5.303346731007229e-07
23005,4.71550223748893e-07
23006,2.865650733188453e-05
23007,6.631565262813923e-08
23009,2.865650733188453e-05
23010,2.865650733188453e-05
23011,6.631565262813923e-08
23012,2.865650733188453e-05
23013,2.865650733188453e-05
23014,1.3821992410227882e-07
23015,6.138674992575638e-05
23016,0.002776285622845833
23017,0.002776285622845833
23018,4.4015717489263455e-05
23019,0.002776285622845833
23020,0.002776285622845833
23021,0.004843770840281008
23022,0.002776285622845833
23023,0.06614683657072527
23024,0.0389369206598639
23025,0.0058646131262767975
23026,0.0389369206598639
23027,0.004843770840281008
23028,0.004843770840281008
23029,0.0389369206598639
23030,0.004843770840281008
23031,2.517649052019595e-05
23032,2.517649052019595e-05
23033,2.517649052019595e-05
23034,2.517649052019595e-05
23035,2.517649052019595e-05
23036,0.0058646131262767975
23037,5.826214560889648e-08
23038,0.0058646131262767975
23039,0.0058646131262767975
23041,0.0389369206598639
23042,0.3198078389881945
23043,0.07906109371833099
23044,0.03270405999924272
23045,0.002776285622845833
23046,0.03270405999924272
23047,0.03270405999924272
23048,0.002776285622845833
23049,0.021192398614757628
23050,0.00020373202288723584
23051,0.00020373202288723584
23052,0.0007830743654084199
23053,3.217557003474401e-06
23054,3.217557003474401e-06
23055,0.002776285622845833
23057,5.826214560889648e-08
23058,2.517649052019595e-05
23059,2.517649052019595e-05
23059d1,2.517649052019595e-05
23059d2,3.217557003474401e-06
23060,0.0013884934619249269
23061,3.217557003474401e-06
23062,0.0007830743654084199
23063,0.0389369206598639
23064,0.002776285622845833
23065,0.0389369206598639
23069,0.07906109371833099
23070,0.00020373202288723584
23071,2.517649052019595e-05
23072,2.517649052019595e-05
23073,0.0058646131262767975
23074,0.0389369206598639
23075,0.002776285622845833
23076,0.002776285622845833
23077,0.0389369206598639
23078,0.7061277941007271
23079,0.002776285622845833
23080,0.002776285622845833
23081,0.7061277941007271
23082,0.1417156532432718
23083,0.0389369206598639
23084,0.0389369206598639
23085,0.002776285622845833
23086,0.0058646131262767975
23087,0.1417156532432718
23088,0.5111288835064891
23088d1,0.5111288835064891
23088d2,0.0389369206598639
23089,0.002776285622845833
23090,2.517649052019595e-05
23091,5.826214560889648e-08
23092,5.826214560889648e-08
23093,2.517649052019595e-05
23094,2.517649052019595e-05
23095,0.002776285622845833
23096,2.517649052019595e-05
23097,0.002776285622845833
23098,0.07906109371833099
