,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10634,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06,3.763457687425284e-06
10635,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08,4.3257721597614914e-08
10636,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445045e-08,6.123877878445045e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445045e-08,6.123877878445045e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08,6.123877878445087e-08
10766,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08,3.6169119410369986e-08
10778,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066926e-08,5.994653970066926e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066926e-08,5.994653970066926e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08,5.994653970066969e-08
10797,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242,0.012359574837904242
10832,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05,3.655556663158018e-05
10833,2.825576459512549e-08,2.825576459512549e-08,2.8255764595125695e-08,2.8255764595125695e-08,2.825576459512549e-08,2.825576459512549e-08,2.8255764595125695e-08,2.8255764595125695e-08,2.825576459512549e-08,2.825576459512549e-08,2.8255764595125695e-08,2.8255764595125695e-08,2.825576459512549e-08,2.825576459512549e-08,2.8255764595125695e-08,2.8255764595125695e-08,2.825576459512549e-08,2.825576459512549e-08,2.8255764595125695e-08,2.8255764595125695e-08
10845,2.477081025921292e-08,2.477081025921292e-08,2.4770810259213095e-08,2.4770810259213095e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.4770810259213095e-08,2.4770810259213095e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.477081025921292e-08,2.4770810259213095e-08,2.4770810259213095e-08
10849,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667835e-08,2.5397786852667835e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667835e-08,2.5397786852667835e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667653e-08,2.5397786852667835e-08,2.5397786852667835e-08
10853,2.5402262202076868e-08,2.5402262202076868e-08,2.540226220207705e-08,2.540226220207705e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.540226220207705e-08,2.540226220207705e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.5402262202076868e-08,2.540226220207705e-08,2.540226220207705e-08
10879,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07,3.8058081856137007e-07
10881,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08,5.344086768526532e-08
10883,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05,3.721093679518251e-05
10884,2.6999794965003988e-08,2.6999794965003988e-08,2.699979496500418e-08,2.699979496500418e-08,2.6999794965003988e-08,2.6999794965003988e-08,2.699979496500418e-08,2.699979496500418e-08,2.6999794965003988e-08,2.6999794965003988e-08,2.699979496500418e-08,2.699979496500418e-08,2.6999794965003988e-08,2.6999794965003988e-08,2.699979496500418e-08,2.699979496500418e-08,2.6999794965003988e-08,2.6999794965003988e-08,2.699979496500418e-08,2.699979496500418e-08
10890,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05,1.5560570938141637e-05
23001,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05,1.714504568218177e-05
23002,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05,3.5946843974837904e-05
23003,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08,6.820940973824803e-08
23004,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08,7.239428657245209e-08
23005,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08,7.244480063490509e-08
23006,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155,0.0048620087558370155
23007,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05,3.190769361692339e-05
23009,0.015258239082347412,0.015258239082347412,0.015258239082347412,0.015258239082347412,0.015258239082347452,0.015258239082347452,0.015258239082347452,0.015258239082347452,0.015258239082347412,0.015258239082347412,0.015258239082347412,0.015258239082347412,0.015258239082347452,0.015258239082347452,0.015258239082347452,0.015258239082347452,0.015258239082347412,0.015258239082347412,0.015258239082347412,0.015258239082347412
23010,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174,0.0039061499031118174
23011,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05,3.1032202845415415e-05
23012,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394,0.00362601324829394
23013,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688,0.004603152109041688
23014,9.982617523418979e-07,9.982617523418979e-07,9.982617523418996e-07,9.982617523418996e-07,9.982617523418979e-07,9.982617523418979e-07,9.982617523418996e-07,9.982617523418996e-07,9.982617523418979e-07,9.982617523418979e-07,9.982617523418996e-07,9.982617523418996e-07,9.982617523418979e-07,9.982617523418979e-07,9.982617523418996e-07,9.982617523418996e-07,9.982617523418979e-07,9.982617523418979e-07,9.982617523418996e-07,9.982617523418996e-07
23015,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149,0.0006501936172722149
23016,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064,0.19905776562141064
23017,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753,0.3445243793285753
23018,0.0018079268832285015,0.0018079268832285015,0.001807926883228505,0.001807926883228505,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.001807926883228505,0.001807926883228505,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.0018079268832285015,0.001807926883228505,0.001807926883228505
23019,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797,0.29170922203954797
23020,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104,0.19500777425215104
23021,0.0018192307168847155,0.0018192307168847155,0.0018192307168847092,0.0018192307168847092,0.0018192307168847155,0.0018192307168847155,0.0018192307168847027,0.0018192307168847027,0.0018192307168847155,0.0018192307168847155,0.0018192307168847092,0.0018192307168847092,0.0018192307168847155,0.0018192307168847155,0.0018192307168847027,0.0018192307168847027,0.0018192307168847155,0.0018192307168847155,0.0018192307168847092,0.0018192307168847092
23022,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917,0.21089698801271917
23023,0.026202939001234816,0.026202939001234816,0.026202939001234837,0.026202939001234837,0.026202939001234837,0.026202939001234837,0.02620293900123479,0.02620293900123479,0.026202939001234816,0.026202939001234816,0.026202939001234837,0.026202939001234837,0.026202939001234837,0.026202939001234837,0.02620293900123479,0.02620293900123479,0.026202939001234816,0.026202939001234816,0.026202939001234837,0.026202939001234837
23024,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071,0.8015333646895071
23025,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026,0.03253628030191026
23026,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511,0.7498853445647511
23027,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273,0.001166806020608273
23028,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259,0.0016692825672167259
23029,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175,0.825533257559175
