!Version=1,type=LEV,encoding=MBCS
FILECONT, TITLE
3,1
UserSettings,U_VALUES,U_DATETIME
UserSettingsValues,m AD,dd-mm-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_DATATYPE
00/00/0000 00:00:00,300,21,    0
L_NODEID,L_PIPELEVEL,L_PTITLE
SM06003201,  0.000,        
SR06987501,  0.000,        
SR05967203,  0.000,        
SR05967204,  0.000,        
SR05967205,  0.000,        
LO_GR_218,  0.000,        
SM10001202,  0.000,        
SR11963501,  0.000,        
SR09986101,  0.000,        
SR07937404,  0.000,        
SR06939113,  0.000,        
SR06937110,  0.000,        
SR06937111,  0.000,        
SR06936107,  0.000,        
SR06935211,  0.000,        
SR06934242,  0.000,        
DE_RWZI_LOZ_TSK,  0.000,        
SM10001104,  0.000,        
SM07006201,  0.000,        
 OA_DUM7,  0.000,        
SR05948309,  0.000,        
P_DATETIME,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
00/00/0000 07:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,5.990000,5.900000,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 07:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 07:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.000000,5.900000,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.010000,5.900000,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,6.000000,6.000000,4.600000,4.600000
00/00/0000 08:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.020000,5.900000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.030000,5.900000,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 09:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.040000,5.900000,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 10:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.050000,5.900000,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.060000,5.900000,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,6.000000,6.000000,4.600000,4.600000
00/00/0000 11:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.070000,5.900000,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.080000,5.900000,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,6.000000,6.000000,4.600000,4.600000
00/00/0000 12:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.090000,5.900000,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.100000,5.900000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,6.000000,6.000000,4.600000,4.600000
00/00/0000 13:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.110000,5.900000,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,3.968750,3.968750,3.968750,3.968750,3.968750,3.968750,3.968750,3.968750,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,3.937500,3.937500,3.937500,3.937500,3.937500,3.937500,3.937500,3.937500,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,3.875000,3.875000,3.875000,3.875000,3.875000,3.875000,3.875000,3.875000,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.120000,5.900000,3.843750,3.843750,3.843750,3.843750,3.843750,3.843750,3.843750,3.843750,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.812500,3.812500,3.812500,3.812500,3.812500,3.812500,3.812500,3.812500,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.781250,3.781250,3.781250,3.781250,3.781250,3.781250,3.781250,3.781250,6.000000,6.000000,4.600000,4.600000
00/00/0000 14:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.750000,3.750000,3.750000,3.750000,3.750000,3.750000,3.750000,3.750000,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.718750,3.718750,3.718750,3.718750,3.718750,3.718750,3.718750,3.718750,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.687500,3.687500,3.687500,3.687500,3.687500,3.687500,3.687500,3.687500,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.130000,5.900000,3.656250,3.656250,3.656250,3.656250,3.656250,3.656250,3.656250,3.656250,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.625000,3.625000,3.625000,3.625000,3.625000,3.625000,3.625000,3.625000,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.593750,3.593750,3.593750,3.593750,3.593750,3.593750,3.593750,3.593750,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.562500,3.562500,3.562500,3.562500,3.562500,3.562500,3.562500,3.562500,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.531250,3.531250,3.531250,3.531250,3.531250,3.531250,3.531250,3.531250,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.468750,3.468750,3.468750,3.468750,3.468750,3.468750,3.468750,3.468750,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.140000,5.900000,3.437500,3.437500,3.437500,3.437500,3.437500,3.437500,3.437500,3.437500,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.406250,3.406250,3.406250,3.406250,3.406250,3.406250,3.406250,3.406250,6.000000,6.000000,4.600000,4.600000
00/00/0000 15:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.375000,3.375000,3.375000,3.375000,3.375000,3.375000,3.375000,3.375000,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.343750,3.343750,3.343750,3.343750,3.343750,3.343750,3.343750,3.343750,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.312500,3.312500,3.312500,3.312500,3.312500,3.312500,3.312500,3.312500,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.281250,3.281250,3.281250,3.281250,3.281250,3.281250,3.281250,3.281250,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.150000,5.900000,3.250000,3.250000,3.250000,3.250000,3.250000,3.250000,3.250000,3.250000,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.218750,3.218750,3.218750,3.218750,3.218750,3.218750,3.218750,3.218750,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.187500,3.187500,3.187500,3.187500,3.187500,3.187500,3.187500,3.187500,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.156250,3.156250,3.156250,3.156250,3.156250,3.156250,3.156250,3.156250,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.125000,3.125000,3.125000,3.125000,3.125000,3.125000,3.125000,3.125000,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.093750,3.093750,3.093750,3.093750,3.093750,3.093750,3.093750,3.093750,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.160000,5.900000,3.062500,3.062500,3.062500,3.062500,3.062500,3.062500,3.062500,3.062500,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,3.031250,3.031250,3.031250,3.031250,3.031250,3.031250,3.031250,3.031250,6.000000,6.000000,4.600000,4.600000
00/00/0000 16:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,2.968750,2.968750,2.968750,2.968750,2.968750,2.968750,2.968750,2.968750,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,2.937500,2.937500,2.937500,2.937500,2.937500,2.937500,2.937500,2.937500,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,2.906250,2.906250,2.906250,2.906250,2.906250,2.906250,2.906250,2.906250,6.000000,6.000000,4.600000,4.600000
