!Version=1,type=LEV,encoding=MBCS
FILECONT, TITLE
3,1
UserSettings,U_VALUES,U_DATETIME
UserSettingsValues,m AD,dd-mm-yyyy hh:mm
G_START,G_TS,G_NPROFILES,G_DATATYPE
00/00/0000 00:00:00,300,21,    0
L_NODEID,L_PIPELEVEL,L_PTITLE
SM06003201,  0.000,        
SR06987501,  0.000,        
SR05967203,  0.000,        
SR05967204,  0.000,        
SR05967205,  0.000,        
LO_GR_218,  0.000,        
SM10001202,  0.000,        
SR11963501,  0.000,        
SR09986101,  0.000,        
SR07937404,  0.000,        
SR06939113,  0.000,        
SR06937110,  0.000,        
SR06937111,  0.000,        
SR06936107,  0.000,        
SR06935211,  0.000,        
SR06934242,  0.000,        
DE_RWZI_LOZ_TSK,  0.000,        
SM10001104,  0.000,        
SM07006201,  0.000,        
 OA_DUM7,  0.000,        
SR05948309,  0.000,        
P_DATETIME,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
00/00/0000 17:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,2.875000,2.875000,2.875000,2.875000,2.875000,2.875000,2.875000,2.875000,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.170000,5.900000,2.843750,2.843750,2.843750,2.843750,2.843750,2.843750,2.843750,2.843750,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.812500,2.812500,2.812500,2.812500,2.812500,2.812500,2.812500,2.812500,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.781250,2.781250,2.781250,2.781250,2.781250,2.781250,2.781250,2.781250,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.750000,2.750000,2.750000,2.750000,2.750000,2.750000,2.750000,2.750000,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.718750,2.718750,2.718750,2.718750,2.718750,2.718750,2.718750,2.718750,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.687500,2.687500,2.687500,2.687500,2.687500,2.687500,2.687500,2.687500,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.180000,5.900000,2.656250,2.656250,2.656250,2.656250,2.656250,2.656250,2.656250,2.656250,6.000000,6.000000,4.600000,4.600000
00/00/0000 17:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.625000,2.625000,2.625000,2.625000,2.625000,2.625000,2.625000,2.625000,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.593750,2.593750,2.593750,2.593750,2.593750,2.593750,2.593750,2.593750,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.562500,2.562500,2.562500,2.562500,2.562500,2.562500,2.562500,2.562500,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.531250,2.531250,2.531250,2.531250,2.531250,2.531250,2.531250,2.531250,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.468750,2.468750,2.468750,2.468750,2.468750,2.468750,2.468750,2.468750,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.190000,5.900000,2.437500,2.437500,2.437500,2.437500,2.437500,2.437500,2.437500,2.437500,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.406250,2.406250,2.406250,2.406250,2.406250,2.406250,2.406250,2.406250,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.375000,2.375000,2.375000,2.375000,2.375000,2.375000,2.375000,2.375000,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,2.343750,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.312500,2.312500,2.312500,2.312500,2.312500,2.312500,2.312500,2.312500,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.281250,2.281250,2.281250,2.281250,2.281250,2.281250,2.281250,2.281250,6.000000,6.000000,4.600000,4.600000
00/00/0000 18:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.200000,5.900000,2.250000,2.250000,2.250000,2.250000,2.250000,2.250000,2.250000,2.250000,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.218750,2.218750,2.218750,2.218750,2.218750,2.218750,2.218750,2.218750,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.187500,2.187500,2.187500,2.187500,2.187500,2.187500,2.187500,2.187500,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.156250,2.156250,2.156250,2.156250,2.156250,2.156250,2.156250,2.156250,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.125000,2.125000,2.125000,2.125000,2.125000,2.125000,2.125000,2.125000,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.093750,2.093750,2.093750,2.093750,2.093750,2.093750,2.093750,2.093750,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.210000,5.900000,2.062500,2.062500,2.062500,2.062500,2.062500,2.062500,2.062500,2.062500,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.031250,2.031250,2.031250,2.031250,2.031250,2.031250,2.031250,2.031250,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.055556,2.055556,2.055556,2.055556,2.055556,2.055556,2.055556,2.055556,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.111111,2.111111,2.111111,2.111111,2.111111,2.111111,2.111111,2.111111,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,2.166667,6.000000,6.000000,4.600000,4.600000
00/00/0000 19:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.222222,2.222222,2.222222,2.222222,2.222222,2.222222,2.222222,2.222222,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.220000,5.900000,2.277778,2.277778,2.277778,2.277778,2.277778,2.277778,2.277778,2.277778,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,2.333333,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.388889,2.388889,2.388889,2.388889,2.388889,2.388889,2.388889,2.388889,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,2.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,2.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,2.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.230000,5.900000,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,2.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,2.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,2.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,2.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,2.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 20:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,2.888889,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.240000,5.900000,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,2.944444,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,3.055556,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,3.111111,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,3.166667,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,3.222222,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,3.277778,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,3.333333,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,3.388889,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,3.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 21:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,3.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,3.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,3.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,3.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,3.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,3.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,3.888889,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,3.944444,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,4.055556,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,4.111111,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,6.000000,6.000000,4.600000,4.600000
00/00/0000 22:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,4.222222,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,4.277778,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,4.333333,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,4.388889,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,4.444444,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,4.555556,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,4.611111,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,4.666667,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,4.722222,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,4.777778,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,4.833333,6.000000,6.000000,4.600000,4.600000
00/00/0000 23:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,4.888889,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,4.944444,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,4.968750,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.300000,5.900000,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,4.937500,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,4.906250,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,4.875000,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,4.843750,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,4.812500,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,4.781250,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.290000,5.900000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,4.750000,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,4.718750,6.000000,6.000000,4.600000,4.600000
01/00/0000 00:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,4.656250,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,4.625000,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,4.593750,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.280000,5.900000,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,4.562500,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,4.531250,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,4.500000,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,4.468750,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,4.437500,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,4.406250,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:45:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,4.375000,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:50:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.270000,5.900000,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,4.343750,6.000000,6.000000,4.600000,4.600000
01/00/0000 01:55:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,4.312500,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:00:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,4.281250,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:05:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,4.250000,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:10:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,4.218750,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:15:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,4.187500,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:20:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.260000,5.900000,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,4.156250,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:25:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,4.125000,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:30:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,4.093750,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:35:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,4.062500,6.000000,6.000000,4.600000,4.600000
01/00/0000 02:40:00,4.600000,4.600000,4.600000,4.600000,4.600000,6.000000,6.000000,6.250000,5.900000,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,4.031250,6.000000,6.000000,4.600000,4.600000
